loss,val_loss
0.20830084713268726,0.015706783160567284
0.01895301744154313,0.008199511095881462
0.012732253020529716,0.0068880063481628895
0.010278536346976846,0.00726116681471467
0.009310394440415627,0.008505454286932945
0.007764186051025106,0.009621109813451767
0.007286001197326333,0.005284423939883709
0.007089327831589392,0.004856577143073082
0.0064874619287500455,0.005738470703363419
0.006260870575546055,0.005641282070428133
0.005966272635355074,0.004901958163827658
0.005857034415279708,0.005548008717596531
0.005480260167392929,0.005322619806975126
0.005261905502207529,0.005119993817061186
0.00503136165211931,0.005067084450274706
0.004989063215926379,0.005168008618056774
0.004862101150752316,0.005138721317052841
0.004728023402150114,0.004825000185519457
0.004548044310944638,0.00497856130823493
0.0044476772573180615,0.004960628226399422
0.003473393915339382,0.004407070577144623
0.0033632227728677497,0.00444374093785882
0.0033663493118168773,0.004395906813442707
0.0033597154110457474,0.004388090223073959
0.003225810167292085,0.0044023203663527966
0.003295870473538376,0.004414188209921122
0.00320509235880718,0.004394727759063244
0.003126143358915092,0.004407375119626522
0.0031460134231188213,0.004450900945812464
0.0031244560647654793,0.00439027976244688
0.003095659324873113,0.0044114850461483
0.0031688240597200867,0.004403451923280954
0.003042944578231736,0.004386201035231352
0.0031056283893659965,0.00440036179497838
0.0030461721870635706,0.0044959550723433495
0.003093646142243032,0.004435252398252487
0.003082878045455408,0.004558921325951815
0.0028990067552033603,0.004469670820981264
0.0030606257784749507,0.004483378957957029
0.002944542353115961,0.00442196661606431
0.0030493685203436703,0.004392173606902361
0.002877355612867955,0.004396502859890461
0.0029609401813411405,0.004381108097732067
0.0029045334251227317,0.004391234368085861
0.002917624006025011,0.004381777253001928
0.0029294735392014883,0.00439108582213521
0.0028813101794930786,0.004382138140499592
0.002909775983484277,0.004382263869047165
0.0028775061230230225,0.0043868739157915115
0.002859893717906562,0.004389815963804722
0.0028300812569515364,0.004381636157631874
0.0028073386030964716,0.004382036626338959
0.002886490353220854,0.004389364272356033
0.0028854725644409983,0.004382084123790264
